origem,Campeonato,Temporada,Rodada,Data,Hora,time_casa,time_visitante,id,StatusPartida,RodadaMarcada,placar_casa,placar_visitante,Times_Partidas,DataHora,date,Total de finalizações__home_team,Total de finalizações__away_team,Finalizações no alvo__home_team,Finalizações no alvo__away_team,Chances claras__home_team,Chances claras__away_team,Escanteios__home_team,Escanteios__away_team,Cartões amarelos__home_team,Cartões amarelos__away_team,Impedimentos__home_team,Impedimentos__away_team,Faltas__home_team,Faltas__away_team,Cartões vermelhos__home_team,Cartões vermelhos__away_team
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,06/04/2025,11:25,Al-Fayha,Al-Fateh,Al-Fayha_vs_Al-Fateh_06/04/2025,Partida Encerrada,,1.0,1.0,Al-Fayha x Al-Fateh,06/04/2025 11:25:00,06/04/2025,14,11,2,3,2,1,6,5,1,1,4,2,9,17,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 24,07/03/2025,16:00,Al-Fayha,Al-Hilal,Al-Fayha_vs_Al-Hilal_07/03/2025,Partida Encerrada,,0.0,2.0,Al-Fayha x Al-Hilal,07/03/2025 16:00:00,07/03/2025,7,15,0,4,0,5,4,4,,,4,1,12,10,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 21,20/02/2025,12:30,Al-Fayha,Al-Khaleej,Al-Fayha_vs_Al-Khaleej_20/02/2025,Partida Encerrada,,0.0,0.0,Al-Fayha x Al-Khaleej,20/02/2025 12:30:00,20/02/2025,1,12,0,5,0,1,2,5,2,1,2,2,12,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 27,12/04/2025,13:00,Al-Fayha,Al-Qadisiya,Al-Fayha_vs_Al-Qadisiya_12/04/2025,Partida Encerrada,,2.0,1.0,Al-Fayha x Al-Qadisiya,12/04/2025 13:00:00,12/04/2025,7,19,2,7,1,1,2,11,1,0,5,1,15,6,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Fayha,Al-Shabab,Al-Fayha_vs_Al-Shabab_26/05/2025,Partida Encerrada,,0.0,2.0,Al-Fayha x Al-Shabab,26/05/2025 15:00:00,26/05/2025,7,14,1,6,3,1,7,8,2,1,4,1,7,13,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,31/01/2025,10:45,Al-Fayha,Al-Taawon,Al-Fayha_vs_Al-Taawon_31/01/2025,Partida Encerrada,,0.0,0.0,Al-Fayha x Al-Taawon,31/01/2025 10:45:00,31/01/2025,7,11,0,0,0,2,4,4,2,1,1,0,12,9,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 32,17/05/2025,13:15,Al-Fayha,Al Okhdood,Al-Fayha_vs_Al_Okhdood_17/05/2025,Partida Encerrada,,2.0,0.0,Al-Fayha x Al Okhdood,17/05/2025 13:15:00,17/05/2025,9,5,6,1,2,1,5,3,1,1,2,2,17,17,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,01/03/2025,16:00,Al-Fayha,Al Wehda,Al-Fayha_vs_Al_Wehda_01/03/2025,Partida Encerrada,,0.0,0.0,Al-Fayha x Al Wehda,01/03/2025 16:00:00,01/03/2025,10,14,1,2,1,2,6,1,0,2,6,1,11,10,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 30,02/05/2025,13:05,Al-Fayha,Damac,Al-Fayha_vs_Damac_02/05/2025,Partida Encerrada,,2.0,1.0,Al-Fayha x Damac,02/05/2025 13:05:00,02/05/2025,17,9,3,2,4,2,7,4,4,2,2,3,15,7,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,28/02/2025,16:00,Al-Hilal,Al-Ahli,Al-Hilal_vs_Al-Ahli_28/02/2025,Partida Encerrada,,2.0,3.0,Al-Hilal x Al-Ahli,28/02/2025 16:00:00,28/02/2025,15,6,3,3,3,4,8,2,2,2,0,2,13,16,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 28,17/04/2025,12:50,Al-Hilal,Al-Khaleej,Al-Hilal_vs_Al-Khaleej_17/04/2025,Partida Encerrada,,3.0,0.0,Al-Hilal x Al-Khaleej,17/04/2025 12:50:00,17/04/2025,24,10,9,2,9,0,9,4,2,1,0,3,16,5,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 22,25/02/2025,12:30,Al-Hilal,Al-Kholood,Al-Hilal_vs_Al-Kholood_25/02/2025,Partida Encerrada,,5.0,1.0,Al-Hilal x Al-Kholood,25/02/2025 12:30:00,25/02/2025,18,5,9,2,6,0,3,3,,,1,2,15,8,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 31,12/05/2025,13:05,Al-Hilal,Al-Orubah,Al-Hilal_vs_Al-Orubah_12/05/2025,Partida Encerrada,,4.0,0.0,Al-Hilal x Al-Orubah,12/05/2025 13:05:00,12/05/2025,22,7,12,2,9,2,11,1,0,1,4,2,12,7,0,1
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Hilal,Al-Qadisiya,Al-Hilal_vs_Al-Qadisiya_26/05/2025,Partida Encerrada,,2.0,0.0,Al-Hilal x Al-Qadisiya,26/05/2025 15:00:00,26/05/2025,16,4,8,1,5,0,3,2,,,1,0,16,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 20,14/02/2025,14:00,Al-Hilal,Al-Riyadh,Al-Hilal_vs_Al-Riyadh_14/02/2025,Partida Encerrada,,1.0,1.0,Al-Hilal x Al-Riyadh,14/02/2025 14:00:00,14/02/2025,18,6,6,2,7,2,7,3,,,1,7,12,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 29,21/04/2025,12:55,Al-Hilal,Al-Shabab,Al-Hilal_vs_Al-Shabab_21/04/2025,Partida Encerrada,,2.0,2.0,Al-Hilal x Al-Shabab,21/04/2025 12:55:00,21/04/2025,14,13,6,7,3,5,4,8,2,5,3,4,12,9,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,04/04/2025,15:00,Al-Hilal,Al Nassr Riyadh,Al-Hilal_vs_Al_Nassr_Riyadh_04/04/2025,Partida Encerrada,,1.0,3.0,Al-Hilal x Al Nassr Riyadh,04/04/2025 15:00:00,04/04/2025,16,18,3,8,2,5,10,7,1,0,1,5,12,7,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,31/01/2025,12:15,Al-Hilal,Al Okhdood,Al-Hilal_vs_Al_Okhdood_31/01/2025,Partida Encerrada,,4.0,0.0,Al-Hilal x Al Okhdood,31/01/2025 12:15:00,31/01/2025,22,5,10,0,3,0,12,2,0,3,1,5,11,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 29,21/04/2025,15:00,Al-Ittihad,Al-Ettifaq,Al-Ittihad_vs_Al-Ettifaq_21/04/2025,Partida Encerrada,,3.0,2.0,Al-Ittihad x Al-Ettifaq,21/04/2025 15:00:00,21/04/2025,12,14,6,2,4,0,3,8,3,1,0,2,7,3,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 31,11/05/2025,15:00,Al-Ittihad,Al-Fayha,Al-Ittihad_vs_Al-Fayha_11/05/2025,Partida Encerrada,,3.0,0.0,Al-Ittihad x Al-Fayha,11/05/2025 15:00:00,11/05/2025,10,8,5,1,1,0,7,6,0,1,2,2,3,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 21,22/02/2025,15:15,Al-Ittihad,Al-Hilal,Al-Ittihad_vs_Al-Hilal_22/02/2025,Partida Encerrada,,4.0,1.0,Al-Ittihad x Al-Hilal,22/02/2025 15:15:00,22/02/2025,11,24,6,3,4,2,6,10,3,3,6,1,10,14,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,01/02/2025,14:00,Al-Ittihad,Al-Kholood,Al-Ittihad_vs_Al-Kholood_01/02/2025,Partida Encerrada,,4.0,3.0,Al-Ittihad x Al-Kholood,01/02/2025 14:00:00,01/02/2025,14,23,7,7,6,1,4,8,3,1,1,1,7,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 27,10/04/2025,15:00,Al-Ittihad,Al-Orubah,Al-Ittihad_vs_Al-Orubah_10/04/2025,Partida Encerrada,,2.0,0.0,Al-Ittihad x Al-Orubah,10/04/2025 15:00:00,10/04/2025,26,11,12,2,6,0,6,2,,,3,2,11,6,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 25,13/03/2025,16:00,Al-Ittihad,Al-Riyadh,Al-Ittihad_vs_Al-Riyadh_13/03/2025,Partida Encerrada,,2.0,1.0,Al-Ittihad x Al-Riyadh,13/03/2025 16:00:00,13/03/2025,10,12,5,5,3,1,7,5,1,3,5,5,5,10,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,02/03/2025,16:00,Al-Ittihad,Al Okhdood,Al-Ittihad_vs_Al_Okhdood_02/03/2025,Partida Encerrada,,1.0,1.0,Al-Ittihad x Al Okhdood,02/03/2025 16:00:00,02/03/2025,6,10,3,1,1,0,5,5,0,3,1,3,7,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Ittihad,Damac,Al-Ittihad_vs_Damac_26/05/2025,Partida Encerrada,,1.0,0.0,Al-Ittihad x Damac,26/05/2025 15:00:00,26/05/2025,18,4,8,1,3,0,3,0,,,1,0,14,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 27,12/04/2025,12:35,Al-Khaleej,Al-Fateh,Al-Khaleej_vs_Al-Fateh_12/04/2025,Partida Encerrada,,1.0,5.0,Al-Khaleej x Al-Fateh,12/04/2025 12:35:00,12/04/2025,11,24,4,12,1,5,7,7,1,2,2,2,5,16,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 22,26/02/2025,14:00,Al-Khaleej,Al-Ittihad,Al-Khaleej_vs_Al-Ittihad_26/02/2025,Partida Encerrada,,1.0,1.0,Al-Khaleej x Al-Ittihad,26/02/2025 14:00:00,26/02/2025,12,12,5,5,1,1,6,6,2,0,1,1,6,9,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 29,23/04/2025,15:00,Al-Khaleej,Al-Qadisiya,Al-Khaleej_vs_Al-Qadisiya_23/04/2025,Partida Encerrada,,1.0,1.0,Al-Khaleej x Al-Qadisiya,23/04/2025 15:00:00,23/04/2025,9,23,2,8,0,4,2,13,4,2,1,0,9,19,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 31,10/05/2025,15:00,Al-Khaleej,Al-Riyadh,Al-Khaleej_vs_Al-Riyadh_10/05/2025,Partida Encerrada,,1.0,2.0,Al-Khaleej x Al-Riyadh,10/05/2025 15:00:00,10/05/2025,10,10,3,4,3,1,3,4,4,1,3,1,8,15,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 20,15/02/2025,10:35,Al-Khaleej,Al-Taawon,Al-Khaleej_vs_Al-Taawon_15/02/2025,Partida Encerrada,,0.0,1.0,Al-Khaleej x Al-Taawon,15/02/2025 10:35:00,15/02/2025,18,23,6,8,0,4,3,5,1,3,1,1,11,13,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Khaleej,Al Okhdood,Al-Khaleej_vs_Al_Okhdood_26/05/2025,Partida Encerrada,,2.0,3.0,Al-Khaleej x Al Okhdood,26/05/2025 15:00:00,26/05/2025,8,23,3,5,3,4,3,11,2,3,1,0,15,16,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 25,14/03/2025,16:00,Al-Khaleej,Al Wehda,Al-Khaleej_vs_Al_Wehda_14/03/2025,Partida Encerrada,,0.0,2.0,Al-Khaleej x Al Wehda,14/03/2025 16:00:00,14/03/2025,14,7,6,4,0,2,9,2,1,4,2,1,9,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,01/02/2025,10:25,Al-Khaleej,Damac,Al-Khaleej_vs_Damac_01/02/2025,Partida Encerrada,,1.0,1.0,Al-Khaleej x Damac,01/02/2025 10:25:00,01/02/2025,12,12,4,5,3,2,3,3,1,4,3,2,11,15,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 31,10/05/2025,13:20,Al-Kholood,Al-Ettifaq,Al-Kholood_vs_Al-Ettifaq_10/05/2025,Partida Encerrada,,1.0,0.0,Al-Kholood x Al-Ettifaq,10/05/2025 13:20:00,10/05/2025,17,8,7,1,2,0,5,7,2,4,1,0,4,8,0,1
Arábia saudita,Liga Saudita,2024/2025,RODADA 24,06/03/2025,16:00,Al-Kholood,Al-Fateh,Al-Kholood_vs_Al-Fateh_06/03/2025,Partida Encerrada,,2.0,1.0,Al-Kholood x Al-Fateh,06/03/2025 16:00:00,06/03/2025,14,19,5,6,4,3,4,7,2,3,1,0,8,13,0,1
Arábia saudita,Liga Saudita,2024/2025,RODADA 33,21/05/2025,13:25,Al-Kholood,Al-Fayha,Al-Kholood_vs_Al-Fayha_21/05/2025,Partida Encerrada,,2.0,0.0,Al-Kholood x Al-Fayha,21/05/2025 13:25:00,21/05/2025,15,9,9,3,6,1,3,6,0,3,1,2,9,15,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,01/03/2025,16:00,Al-Kholood,Al-Khaleej,Al-Kholood_vs_Al-Khaleej_01/03/2025,Partida Encerrada,,2.0,1.0,Al-Kholood x Al-Khaleej,01/03/2025 16:00:00,01/03/2025,7,11,4,4,2,2,4,5,2,4,2,3,18,13,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 19,08/02/2025,10:55,Al-Kholood,Al-Riyadh,Al-Kholood_vs_Al-Riyadh_08/02/2025,Partida Encerrada,,3.0,2.0,Al-Kholood x Al-Riyadh,08/02/2025 10:55:00,08/02/2025,14,17,7,7,2,2,5,7,1,3,2,0,10,22,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,04/04/2025,11:30,Al-Kholood,Al-Taawon,Al-Kholood_vs_Al-Taawon_04/04/2025,Partida Encerrada,,0.0,2.0,Al-Kholood x Al-Taawon,04/04/2025 11:30:00,04/04/2025,10,18,4,5,0,3,7,10,0,3,0,3,11,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 29,23/04/2025,13:10,Al-Kholood,Al Okhdood,Al-Kholood_vs_Al_Okhdood_23/04/2025,Partida Encerrada,,0.0,1.0,Al-Kholood x Al Okhdood,23/04/2025 13:10:00,23/04/2025,6,14,3,5,0,2,2,4,1,3,0,4,10,17,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 21,22/02/2025,10:00,Al-Kholood,Al Wehda,Al-Kholood_vs_Al_Wehda_22/02/2025,Partida Encerrada,,1.0,0.0,Al-Kholood x Al Wehda,22/02/2025 10:00:00,22/02/2025,18,16,6,2,3,0,2,4,1,2,0,1,11,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 28,18/04/2025,13:05,Al-Kholood,Damac,Al-Kholood_vs_Damac_18/04/2025,Partida Encerrada,,1.0,3.0,Al-Kholood x Damac,18/04/2025 13:05:00,18/04/2025,20,5,10,3,3,2,9,3,2,1,2,1,15,13,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,30/01/2025,11:00,Al-Orubah,Al-Ahli,Al-Orubah_vs_Al-Ahli_30/01/2025,Partida Encerrada,,0.0,2.0,Al-Orubah x Al-Ahli,30/01/2025 11:00:00,30/01/2025,6,19,2,6,1,6,2,5,2,3,1,4,15,16,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 24,08/03/2025,16:00,Al-Orubah,Al-Ettifaq,Al-Orubah_vs_Al-Ettifaq_08/03/2025,Partida Encerrada,,1.0,2.0,Al-Orubah x Al-Ettifaq,08/03/2025 16:00:00,08/03/2025,10,17,2,3,3,8,6,3,2,2,2,4,15,15,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 29,24/04/2025,13:30,Al-Orubah,Al-Fayha,Al-Orubah_vs_Al-Fayha_24/04/2025,Partida Encerrada,,2.0,2.0,Al-Orubah x Al-Fayha,24/04/2025 13:30:00,24/04/2025,8,10,4,6,3,2,3,7,4,2,2,4,16,15,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 32,16/05/2025,13:40,Al-Orubah,Al-Khaleej,Al-Orubah_vs_Al-Khaleej_16/05/2025,Partida Encerrada,,1.0,2.0,Al-Orubah x Al-Khaleej,16/05/2025 13:40:00,16/05/2025,14,14,3,5,4,1,2,5,,,4,1,20,9,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 20,14/02/2025,11:10,Al-Orubah,Al-Kholood,Al-Orubah_vs_Al-Kholood_14/02/2025,Partida Encerrada,,2.0,0.0,Al-Orubah x Al-Kholood,14/02/2025 11:10:00,14/02/2025,4,19,2,7,0,3,2,5,3,5,0,2,10,14,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 28,19/04/2025,13:25,Al-Orubah,Al-Raed,Al-Orubah_vs_Al-Raed_19/04/2025,Partida Encerrada,,0.0,4.0,Al-Orubah x Al-Raed,19/04/2025 13:25:00,19/04/2025,12,14,8,8,2,6,9,5,2,0,0,1,15,8,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Orubah,Al-Taawon,Al-Orubah_vs_Al-Taawon_26/05/2025,Partida Encerrada,,3.0,2.0,Al-Orubah x Al-Taawon,26/05/2025 15:00:00,26/05/2025,13,16,7,5,6,2,3,8,3,1,0,3,10,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,28/02/2025,16:00,Al-Orubah,Al Nassr Riyadh,Al-Orubah_vs_Al_Nassr_Riyadh_28/02/2025,Partida Encerrada,,2.0,1.0,Al-Orubah x Al Nassr Riyadh,28/02/2025 16:00:00,28/02/2025,7,22,2,9,0,5,0,8,2,2,0,3,13,8,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,04/04/2025,11:45,Al-Orubah,Al Okhdood,Al-Orubah_vs_Al_Okhdood_04/04/2025,Partida Encerrada,,0.0,1.0,Al-Orubah x Al Okhdood,04/04/2025 11:45:00,04/04/2025,15,18,8,5,2,0,6,9,1,1,0,4,9,14,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 19,07/02/2025,10:05,Al-Orubah,Al Wehda,Al-Orubah_vs_Al_Wehda_07/02/2025,Partida Encerrada,,4.0,2.0,Al-Orubah x Al Wehda,07/02/2025 10:05:00,07/02/2025,12,16,5,5,5,1,0,7,2,2,2,0,16,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,05/04/2025,11:05,Al-Qadisiya,Al-Ettifaq,Al-Qadisiya_vs_Al-Ettifaq_05/04/2025,Partida Encerrada,,1.0,1.0,Al-Qadisiya x Al-Ettifaq,05/04/2025 11:05:00,05/04/2025,13,8,5,4,1,1,8,2,,,1,1,7,10,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 17,27/01/2025,14:00,Al-Qadisiya,Al-Hilal,Al-Qadisiya_vs_Al-Hilal_27/01/2025,Partida Encerrada,,2.0,1.0,Al-Qadisiya x Al-Hilal,27/01/2025 14:00:00,27/01/2025,11,11,3,5,4,3,3,5,,,2,4,11,13,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 24,06/03/2025,16:00,Al-Qadisiya,Al-Ittihad,Al-Qadisiya_vs_Al-Ittihad_06/03/2025,Partida Encerrada,,1.0,1.0,Al-Qadisiya x Al-Ittihad,06/03/2025 16:00:00,06/03/2025,19,6,6,5,4,1,4,2,0,3,1,3,12,8,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 30,02/05/2025,15:00,Al-Qadisiya,Al-Kholood,Al-Qadisiya_vs_Al-Kholood_02/05/2025,Partida Encerrada,,4.0,1.0,Al-Qadisiya x Al-Kholood,02/05/2025 15:00:00,02/05/2025,25,6,12,3,6,2,6,3,1,5,1,2,14,18,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 33,20/05/2025,13:00,Al-Qadisiya,Al-Orubah,Al-Qadisiya_vs_Al-Orubah_20/05/2025,Partida Encerrada,,3.0,1.0,Al-Qadisiya x Al-Orubah,20/05/2025 13:00:00,20/05/2025,17,15,7,4,2,4,4,6,1,3,0,0,10,15,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 19,06/02/2025,12:05,Al-Qadisiya,Al-Raed,Al-Qadisiya_vs_Al-Raed_06/02/2025,Partida Encerrada,,2.0,0.0,Al-Qadisiya x Al-Raed,06/02/2025 12:05:00,06/02/2025,21,5,7,1,4,1,4,7,4,6,0,3,12,11,0,1
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,02/03/2025,16:00,Al-Qadisiya,Al-Riyadh,Al-Qadisiya_vs_Al-Riyadh_02/03/2025,Partida Encerrada,,1.0,0.0,Al-Qadisiya x Al-Riyadh,02/03/2025 16:00:00,02/03/2025,23,4,10,1,12,0,12,3,2,3,1,4,8,6,0,1
Arábia saudita,Liga Saudita,2024/2025,RODADA 28,18/04/2025,15:00,Al-Qadisiya,Al Nassr Riyadh,Al-Qadisiya_vs_Al_Nassr_Riyadh_18/04/2025,Partida Encerrada,,2.0,1.0,Al-Qadisiya x Al Nassr Riyadh,18/04/2025 15:00:00,18/04/2025,12,11,7,3,2,3,4,6,6,3,1,7,19,14,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 21,21/02/2025,12:10,Al-Qadisiya,Al Okhdood,Al-Qadisiya_vs_Al_Okhdood_21/02/2025,Partida Encerrada,,2.0,0.0,Al-Qadisiya x Al Okhdood,21/02/2025 12:10:00,21/02/2025,9,6,5,1,1,2,9,4,0,1,2,6,10,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 32,15/05/2025,12:55,Al-Qadisiya,Al Wehda,Al-Qadisiya_vs_Al_Wehda_15/05/2025,Partida Encerrada,,3.0,1.0,Al-Qadisiya x Al Wehda,15/05/2025 12:55:00,15/05/2025,17,7,9,2,2,2,6,1,2,2,2,2,8,8,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 27,11/04/2025,13:00,Al-Raed,Al-Ahli,Al-Raed_vs_Al-Ahli_11/04/2025,Partida Encerrada,,0.0,2.0,Al-Raed x Al-Ahli,11/04/2025 13:00:00,11/04/2025,7,12,3,4,1,2,3,4,3,1,0,1,14,12,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 23,02/03/2025,16:00,Al-Raed,Al-Ettifaq,Al-Raed_vs_Al-Ettifaq_02/03/2025,Partida Encerrada,,1.0,1.0,Al-Raed x Al-Ettifaq,02/03/2025 16:00:00,02/03/2025,6,8,3,3,1,1,9,4,3,4,1,0,10,13,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 20,15/02/2025,12:30,Al-Raed,Al-Fayha,Al-Raed_vs_Al-Fayha_15/02/2025,Partida Encerrada,,0.0,2.0,Al-Raed x Al-Fayha,15/02/2025 12:30:00,15/02/2025,4,8,1,3,0,1,4,3,1,4,3,0,11,19,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 30,07/05/2025,13:15,Al-Raed,Al-Hilal,Al-Raed_vs_Al-Hilal_07/05/2025,Partida Encerrada,,3.0,5.0,Al-Raed x Al-Hilal,07/05/2025 13:15:00,07/05/2025,10,18,6,9,2,4,1,9,1,2,2,2,6,8,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 32,15/05/2025,15:00,Al-Raed,Al-Ittihad,Al-Raed_vs_Al-Ittihad_15/05/2025,Partida Encerrada,,1.0,3.0,Al-Raed x Al-Ittihad,15/05/2025 15:00:00,15/05/2025,8,15,3,6,1,6,2,8,,,0,2,13,16,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,06/04/2025,13:00,Al-Raed,Al-Khaleej,Al-Raed_vs_Al-Khaleej_06/04/2025,Partida Encerrada,,1.0,2.0,Al-Raed x Al-Khaleej,06/04/2025 13:00:00,06/04/2025,9,19,3,7,2,2,3,10,1,4,0,2,11,9,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Raed,Al-Kholood,Al-Raed_vs_Al-Kholood_26/05/2025,Partida Encerrada,,1.0,2.0,Al-Raed x Al-Kholood,26/05/2025 15:00:00,26/05/2025,18,18,5,7,1,3,4,3,3,3,4,2,11,10,1,0
Arábia saudita,Liga Saudita,2024/2025,RODADA 22,25/02/2025,11:10,Al-Raed,Al-Shabab,Al-Raed_vs_Al-Shabab_25/02/2025,Partida Encerrada,,1.0,2.0,Al-Raed x Al-Shabab,25/02/2025 11:10:00,25/02/2025,13,19,7,8,0,7,3,4,1,1,8,2,8,9,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,30/01/2025,14:00,Al-Raed,Al Nassr Riyadh,Al-Raed_vs_Al_Nassr_Riyadh_30/01/2025,Partida Encerrada,,1.0,2.0,Al-Raed x Al Nassr Riyadh,30/01/2025 14:00:00,30/01/2025,8,17,3,6,0,4,1,10,3,6,4,2,16,14,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 34,26/05/2025,15:00,Al-Riyadh,Al-Ahli,Al-Riyadh_vs_Al-Ahli_26/05/2025,Partida Encerrada,,0.0,1.0,Al-Riyadh x Al-Ahli,26/05/2025 15:00:00,26/05/2025,12,12,2,3,0,3,4,6,2,3,1,6,11,14,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 29,23/04/2025,12:55,Al-Riyadh,Al-Fateh,Al-Riyadh_vs_Al-Fateh_23/04/2025,Partida Encerrada,,2.0,2.0,Al-Riyadh x Al-Fateh,23/04/2025 12:55:00,23/04/2025,12,16,5,7,3,2,3,8,2,0,2,3,9,10,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 22,26/02/2025,12:30,Al-Riyadh,Al-Fayha,Al-Riyadh_vs_Al-Fayha_26/02/2025,Partida Encerrada,,0.0,0.0,Al-Riyadh x Al-Fayha,26/02/2025 12:30:00,26/02/2025,11,9,4,3,1,0,3,8,2,1,2,3,11,6,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 30,01/05/2025,13:00,Al-Riyadh,Al-Orubah,Al-Riyadh_vs_Al-Orubah_01/05/2025,Partida Encerrada,,2.0,4.0,Al-Riyadh x Al-Orubah,01/05/2025 13:00:00,01/05/2025,16,14,7,7,2,7,5,4,1,3,2,2,7,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 21,20/02/2025,14:00,Al-Riyadh,Al-Raed,Al-Riyadh_vs_Al-Raed_20/02/2025,Partida Encerrada,,1.0,3.0,Al-Riyadh x Al-Raed,20/02/2025 14:00:00,20/02/2025,12,9,3,3,1,3,3,1,1,7,2,2,15,7,0,1
Arábia saudita,Liga Saudita,2024/2025,RODADA 32,15/05/2025,13:05,Al-Riyadh,Al-Shabab,Al-Riyadh_vs_Al-Shabab_15/05/2025,Partida Encerrada,,1.0,3.0,Al-Riyadh x Al-Shabab,15/05/2025 13:05:00,15/05/2025,12,13,2,7,1,3,4,2,7,4,4,0,8,18,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 24,08/03/2025,16:00,Al-Riyadh,Al Okhdood,Al-Riyadh_vs_Al_Okhdood_08/03/2025,Partida Encerrada,,1.0,0.0,Al-Riyadh x Al Okhdood,08/03/2025 16:00:00,08/03/2025,13,6,5,1,2,2,7,1,,,0,5,8,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 18,30/01/2025,12:15,Al-Riyadh,Al Wehda,Al-Riyadh_vs_Al_Wehda_30/01/2025,Partida Encerrada,,1.0,0.0,Al-Riyadh x Al Wehda,30/01/2025 12:15:00,30/01/2025,6,8,2,2,0,2,4,3,,,4,2,10,11,,
Arábia saudita,Liga Saudita,2024/2025,RODADA 26,05/04/2025,11:15,Al-Riyadh,Damac,Al-Riyadh_vs_Damac_05/04/2025,Partida Encerrada,,0.0,0.0,Al-Riyadh x Damac,05/04/2025 11:15:00,05/04/2025,14,6,4,3,2,0,5,3,2,1,3,3,10,7,,
